noStudents,noStaffs,Bench_and_Desk,Computer,Board,Classrooms,status
286,14,71,71,5,5,Very Good
285,14,71,71,5,5,Very Good
348,17,87,87,6,6,Good
353,17,88,88,7,7,Good
423,21,105,105,8,8,Good
409,20,102,102,8,8,Fine
470,23,117,117,9,9,Very Good
213,10,53,53,4,4,Very Good
357,17,89,89,7,7,Very Good
467,23,116,116,9,9,Good
311,15,77,77,6,6,Good
132,6,33,33,2,2,Very Good
315,15,78,78,6,6,Good
199,9,49,49,3,3,Very Good
347,17,86,86,6,6,Good
340,17,85,85,6,6,Good
134,6,33,33,2,2,Very Good
173,8,43,43,3,3,Very Good
195,9,48,48,3,3,Very Good
212,10,53,53,4,4,Good
235,11,58,58,4,4,Good
110,5,27,27,2,2,Fine
319,15,79,79,6,6,Fine
496,24,124,124,9,9,Very Good
417,20,104,104,8,8,Good
238,11,59,59,4,4,Very Good
357,17,89,89,7,7,Very Good
328,16,82,82,6,6,Fine
356,17,89,89,7,7,Fine
114,5,28,28,2,2,Very Good
242,12,60,60,4,4,Very Good
260,13,65,65,5,5,Good
298,14,74,74,5,5,Good
423,21,105,105,8,8,Very Good
310,15,77,77,6,6,Very Good
193,9,48,48,3,3,Very Good
111,5,27,27,2,2,Very Good
451,22,112,112,9,9,Very Good
420,21,105,105,8,8,Good
495,24,123,123,9,9,Good
150,7,37,37,3,3,Very Good
408,20,102,102,8,8,Good
393,19,98,98,7,7,Good
409,20,102,102,8,8,Very Good
356,17,89,89,7,7,Very Good
196,9,49,49,3,3,Very Good
255,12,63,63,5,5,Good
100,5,25,25,2,2,Very Good
405,20,101,101,8,8,Very Good
379,18,94,94,7,7,Good
342,17,85,85,6,6,Good
416,20,104,104,8,8,Fine
142,7,35,35,2,2,Good
121,6,30,30,2,2,Good
425,21,106,106,8,8,Good
114,5,28,28,2,2,Good
278,13,69,69,5,5,Very Good
367,18,91,91,7,7,Fine
301,15,75,75,6,6,Good
320,16,80,80,6,6,Good
180,9,45,45,3,3,Very Good
235,11,58,58,4,4,Fine
135,6,33,33,2,2,Good
417,20,104,104,8,8,Very Good
346,17,86,86,6,6,Very Good
127,6,31,31,2,2,Very Good
351,17,87,87,7,7,Very Good
196,9,49,49,3,3,Good
433,21,108,108,8,8,Fine
245,12,61,61,4,4,Good
409,20,102,102,8,8,Good
349,17,87,87,6,6,Very Good
141,7,35,35,2,2,Very Good
181,9,45,45,3,3,Very Good
291,14,72,72,5,5,Fine
151,7,37,37,3,3,Very Good
414,20,103,103,8,8,Good
230,11,57,57,4,4,Good
215,10,53,53,4,4,Very Good
238,11,59,59,4,4,Very Good
464,23,116,116,9,9,Very Good
311,15,77,77,6,6,Good
251,12,62,62,5,5,Very Good
412,20,103,103,8,8,Very Good
385,19,96,96,7,7,Fine
400,20,100,100,8,8,Very Good
488,24,122,122,9,9,Very Good
177,8,44,44,3,3,Good
106,5,26,26,2,2,Good
494,24,123,123,9,9,Very Good
394,19,98,98,7,7,Fine
146,7,36,36,2,2,Good
338,16,84,84,6,6,Fine
462,23,115,115,9,9,Fine
221,11,55,55,4,4,Good
128,6,32,32,2,2,Very Good
380,19,95,95,7,7,Good
118,5,29,29,2,2,Fine
356,17,89,89,7,7,Fine
421,21,105,105,8,8,Very Good
362,18,90,90,7,7,Good
151,7,37,37,3,3,Very Good
368,18,92,92,7,7,Very Good
225,11,56,56,4,4,Very Good
192,9,48,48,3,3,Good
402,20,100,100,8,8,Very Good
429,21,107,107,8,8,Very Good
351,17,87,87,7,7,Very Good
357,17,89,89,7,7,Fine
248,12,62,62,4,4,Very Good
375,18,93,93,7,7,Good
401,20,100,100,8,8,Fine
343,17,85,85,6,6,Good
363,18,90,90,7,7,Good
389,19,97,97,7,7,Very Good
437,21,109,109,8,8,Very Good
385,19,96,96,7,7,Good
286,14,71,71,5,5,Very Good
353,17,88,88,7,7,Very Good
431,21,107,107,8,8,Very Good
280,14,70,70,5,5,Very Good
101,5,25,25,2,2,Very Good
273,13,68,68,5,5,Very Good
252,12,63,63,5,5,Fine
487,24,121,121,9,9,Good
284,14,71,71,5,5,Good
497,24,124,124,9,9,Good
338,16,84,84,6,6,Very Good
174,8,43,43,3,3,Fine
151,7,37,37,3,3,Very Good
103,5,25,25,2,2,Very Good
311,15,77,77,6,6,Good
147,7,36,36,2,2,Fine
451,22,112,112,9,9,Very Good
465,23,116,116,9,9,Very Good
298,14,74,74,5,5,Very Good
200,10,50,50,4,4,Good
290,14,72,72,5,5,Very Good
262,13,65,65,5,5,Very Good
123,6,30,30,2,2,Fine
286,14,71,71,5,5,Very Good
227,11,56,56,4,4,Very Good
184,9,46,46,3,3,Very Good
182,9,45,45,3,3,Fine
370,18,92,92,7,7,Good
193,9,48,48,3,3,Fine
395,19,98,98,7,7,Fine
194,9,48,48,3,3,Fine
297,14,74,74,5,5,Very Good
316,15,79,79,6,6,Very Good
239,11,59,59,4,4,Good
371,18,92,92,7,7,Fine
185,9,46,46,3,3,Very Good
365,18,91,91,7,7,Very Good
173,8,43,43,3,3,Very Good
276,13,69,69,5,5,Fine
132,6,33,33,2,2,Very Good
125,6,31,31,2,2,Very Good
326,16,81,81,6,6,Fine
463,23,115,115,9,9,Very Good
410,20,102,102,8,8,Very Good
497,24,124,124,9,9,Very Good
123,6,30,30,2,2,Fine
273,13,68,68,5,5,Good
131,6,32,32,2,2,Very Good
304,15,76,76,6,6,Very Good
455,22,113,113,9,9,Good
377,18,94,94,7,7,Good
445,22,111,111,8,8,Good
340,17,85,85,6,6,Good
288,14,72,72,5,5,Good
289,14,72,72,5,5,Good
218,10,54,54,4,4,Very Good
241,12,60,60,4,4,Very Good
243,12,60,60,4,4,Very Good
410,20,102,102,8,8,Very Good
251,12,62,62,5,5,Good
275,13,68,68,5,5,Very Good
315,15,78,78,6,6,Very Good
389,19,97,97,7,7,Very Good
309,15,77,77,6,6,Good
103,5,25,25,2,2,Good
441,22,110,110,8,8,Fine
479,23,119,119,9,9,Good
174,8,43,43,3,3,Very Good
404,20,101,101,8,8,Very Good
278,13,69,69,5,5,Very Good
234,11,58,58,4,4,Very Good
449,22,112,112,8,8,Very Good
319,15,79,79,6,6,Very Good
343,17,85,85,6,6,Good
328,16,82,82,6,6,Fine
304,15,76,76,6,6,Very Good
441,22,110,110,8,8,Very Good
299,14,74,74,5,5,Very Good
107,5,26,26,2,2,Very Good
258,12,64,64,5,5,Fine
483,24,120,120,9,9,Very Good
254,12,63,63,5,5,Very Good
310,15,77,77,6,6,Very Good
163,8,40,40,3,3,Very Good
411,20,102,102,8,8,Very Good
475,23,118,118,9,9,Good
451,22,112,112,9,9,Very Good
279,13,69,69,5,5,Very Good
212,10,53,53,4,4,Fine
448,22,112,112,8,8,Fine
489,24,122,122,9,9,Very Good
446,22,111,111,8,8,Good
207,10,51,51,4,4,Very Good
131,6,32,32,2,2,Good
102,5,25,25,2,2,Very Good
356,17,89,89,7,7,Good
337,16,84,84,6,6,Fine
427,21,106,106,8,8,Very Good
122,6,30,30,2,2,Very Good
308,15,77,77,6,6,Good
391,19,97,97,7,7,Good
239,11,59,59,4,4,Good
179,8,44,44,3,3,Good
395,19,98,98,7,7,Good
409,20,102,102,8,8,Very Good
225,11,56,56,4,4,Very Good
476,23,119,119,9,9,Fine
376,18,94,94,7,7,Fine
405,20,101,101,8,8,Good
248,12,62,62,4,4,Very Good
405,20,101,101,8,8,Fine
275,13,68,68,5,5,Good
494,24,123,123,9,9,Very Good
174,8,43,43,3,3,Good
281,14,70,70,5,5,Very Good
345,17,86,86,6,6,Very Good
191,9,47,47,3,3,Very Good
208,10,52,52,4,4,Very Good
355,17,88,88,7,7,Very Good
489,24,122,122,9,9,Very Good
314,15,78,78,6,6,Very Good
227,11,56,56,4,4,Very Good
198,9,49,49,3,3,Fine
252,12,63,63,5,5,Good
392,19,98,98,7,7,Very Good
319,15,79,79,6,6,Good
102,5,25,25,2,2,Very Good
455,22,113,113,9,9,Very Good
473,23,118,118,9,9,Very Good
431,21,107,107,8,8,Very Good
282,14,70,70,5,5,Good
199,9,49,49,3,3,Very Good
381,19,95,95,7,7,Very Good
334,16,83,83,6,6,Very Good
380,19,95,95,7,7,Very Good
267,13,66,66,5,5,Fine
292,14,73,73,5,5,Good
258,12,64,64,5,5,Very Good
272,13,68,68,5,5,Good
485,24,121,121,9,9,Very Good
397,19,99,99,7,7,Very Good
250,12,62,62,5,5,Very Good
377,18,94,94,7,7,Fine
137,6,34,34,2,2,Very Good
163,8,40,40,3,3,Very Good
184,9,46,46,3,3,Fine
411,20,102,102,8,8,Fine
494,24,123,123,9,9,Very Good
202,10,50,50,4,4,Very Good
474,23,118,118,9,9,Very Good
166,8,41,41,3,3,Good
225,11,56,56,4,4,Fine
286,14,71,71,5,5,Very Good
211,10,52,52,4,4,Good
471,23,117,117,9,9,Good
292,14,73,73,5,5,Very Good
232,11,58,58,4,4,Fine
484,24,121,121,9,9,Very Good
180,9,45,45,3,3,Good
247,12,61,61,4,4,Very Good
209,10,52,52,4,4,Good
358,17,89,89,7,7,Very Good
200,10,50,50,4,4,Fine
481,24,120,120,9,9,Fine
236,11,59,59,4,4,Fine
124,6,31,31,2,2,Good
346,17,86,86,6,6,Very Good
200,10,50,50,4,4,Very Good
267,13,66,66,5,5,Fine
345,17,86,86,6,6,Very Good
492,24,123,123,9,9,Very Good
175,8,43,43,3,3,Very Good
229,11,57,57,4,4,Good
307,15,76,76,6,6,Good
421,21,105,105,8,8,Good
380,19,95,95,7,7,Very Good
284,14,71,71,5,5,Fine
496,24,124,124,9,9,Good
419,20,104,104,8,8,Good
444,22,111,111,8,8,Very Good
423,21,105,105,8,8,Good
171,8,42,42,3,3,Good
321,16,80,80,6,6,Fine
232,11,58,58,4,4,Very Good
472,23,118,118,9,9,Very Good
302,15,75,75,6,6,Fine
141,7,35,35,2,2,Good
293,14,73,73,5,5,Good
496,24,124,124,9,9,Good
270,13,67,67,5,5,Fine
241,12,60,60,4,4,Very Good
239,11,59,59,4,4,Very Good
269,13,67,67,5,5,Good
205,10,51,51,4,4,Very Good
343,17,85,85,6,6,Very Good
175,8,43,43,3,3,Fine
490,24,122,122,9,9,Very Good
389,19,97,97,7,7,Good
251,12,62,62,5,5,Very Good
458,22,114,114,9,9,Good
214,10,53,53,4,4,Very Good
171,8,42,42,3,3,Very Good
498,24,124,124,9,9,Good
345,17,86,86,6,6,Good
276,13,69,69,5,5,Very Good
352,17,88,88,7,7,Good
120,6,30,30,2,2,Fine
486,24,121,121,9,9,Very Good
376,18,94,94,7,7,Fine
414,20,103,103,8,8,Very Good
292,14,73,73,5,5,Very Good
235,11,58,58,4,4,Very Good
470,23,117,117,9,9,Very Good
313,15,78,78,6,6,Good
196,9,49,49,3,3,Fine
235,11,58,58,4,4,Very Good
153,7,38,38,3,3,Very Good
152,7,38,38,3,3,Very Good
258,12,64,64,5,5,Very Good
368,18,92,92,7,7,Very Good
147,7,36,36,2,2,Very Good
189,9,47,47,3,3,Good
134,6,33,33,2,2,Very Good
345,17,86,86,6,6,Fine
399,19,99,99,7,7,Very Good
409,20,102,102,8,8,Good
241,12,60,60,4,4,Fine
178,8,44,44,3,3,Very Good
376,18,94,94,7,7,Very Good
455,22,113,113,9,9,Fine
489,24,122,122,9,9,Very Good
286,14,71,71,5,5,Good
157,7,39,39,3,3,Good
294,14,73,73,5,5,Good
278,13,69,69,5,5,Very Good
143,7,35,35,2,2,Good
413,20,103,103,8,8,Very Good
136,6,34,34,2,2,Good
370,18,92,92,7,7,Very Good
274,13,68,68,5,5,Very Good
395,19,98,98,7,7,Fine
277,13,69,69,5,5,Good
256,12,64,64,5,5,Fine
400,20,100,100,8,8,Good
429,21,107,107,8,8,Very Good
237,11,59,59,4,4,Good
306,15,76,76,6,6,Very Good
155,7,38,38,3,3,Very Good
420,21,105,105,8,8,Fine
466,23,116,116,9,9,Good
329,16,82,82,6,6,Very Good
118,5,29,29,2,2,Good
421,21,105,105,8,8,Very Good
168,8,42,42,3,3,Good
135,6,33,33,2,2,Very Good
116,5,29,29,2,2,Very Good
469,23,117,117,9,9,Good
497,24,124,124,9,9,Very Good
290,14,72,72,5,5,Good
498,24,124,124,9,9,Good
304,15,76,76,6,6,Good
500,25,125,125,10,10,Very Good
156,7,39,39,3,3,Good
121,6,30,30,2,2,Very Good
389,19,97,97,7,7,Very Good
154,7,38,38,3,3,Good
287,14,71,71,5,5,Good
455,22,113,113,9,9,Fine
452,22,113,113,9,9,Very Good
174,8,43,43,3,3,Fine
142,7,35,35,2,2,Good
236,11,59,59,4,4,Very Good
216,10,54,54,4,4,Very Good
251,12,62,62,5,5,Very Good
491,24,122,122,9,9,Very Good
356,17,89,89,7,7,Very Good
296,14,74,74,5,5,Good
173,8,43,43,3,3,Fine
149,7,37,37,2,2,Good
358,17,89,89,7,7,Very Good
396,19,99,99,7,7,Good
149,7,37,37,2,2,Very Good
491,24,122,122,9,9,Very Good
442,22,110,110,8,8,Very Good
213,10,53,53,4,4,Very Good
447,22,111,111,8,8,Very Good
284,14,71,71,5,5,Very Good
298,14,74,74,5,5,Very Good
419,20,104,104,8,8,Very Good
500,25,125,125,10,10,Fine
120,6,30,30,2,2,Good
471,23,117,117,9,9,Good
150,7,37,37,3,3,Very Good
479,23,119,119,9,9,Very Good
418,20,104,104,8,8,Very Good
221,11,55,55,4,4,Very Good
300,15,75,75,6,6,Good
403,20,100,100,8,8,Good
429,21,107,107,8,8,Very Good
311,15,77,77,6,6,Fine
421,21,105,105,8,8,Fine
368,18,92,92,7,7,Very Good
121,6,30,30,2,2,Fine
198,9,49,49,3,3,Good
212,10,53,53,4,4,Very Good
249,12,62,62,4,4,Fine
427,21,106,106,8,8,Very Good
272,13,68,68,5,5,Good
223,11,55,55,4,4,Very Good
138,6,34,34,2,2,Very Good
402,20,100,100,8,8,Fine
124,6,31,31,2,2,Good
393,19,98,98,7,7,Very Good
276,13,69,69,5,5,Good
455,22,113,113,9,9,Very Good
417,20,104,104,8,8,Good
466,23,116,116,9,9,Good
156,7,39,39,3,3,Good
205,10,51,51,4,4,Very Good
301,15,75,75,6,6,Fine
389,19,97,97,7,7,Very Good
152,7,38,38,3,3,Very Good
237,11,59,59,4,4,Very Good
147,7,36,36,2,2,Good
216,10,54,54,4,4,Very Good
327,16,81,81,6,6,Very Good
289,14,72,72,5,5,Very Good
388,19,97,97,7,7,Very Good
259,12,64,64,5,5,Good
145,7,36,36,2,2,Very Good
265,13,66,66,5,5,Very Good
103,5,25,25,2,2,Very Good
346,17,86,86,6,6,Fine
292,14,73,73,5,5,Very Good
352,17,88,88,7,7,Good
372,18,93,93,7,7,Fine
434,21,108,108,8,8,Good
292,14,73,73,5,5,Very Good
146,7,36,36,2,2,Good
190,9,47,47,3,3,Fine
115,5,28,28,2,2,Good
470,23,117,117,9,9,Good
354,17,88,88,7,7,Good
271,13,67,67,5,5,Very Good
191,9,47,47,3,3,Fine
138,6,34,34,2,2,Very Good
499,24,124,124,9,9,Good
189,9,47,47,3,3,Good
287,14,71,71,5,5,Good
321,16,80,80,6,6,Very Good
256,12,64,64,5,5,Good
387,19,96,96,7,7,Very Good
132,6,33,33,2,2,Very Good
364,18,91,91,7,7,Good
185,9,46,46,3,3,Very Good
432,21,108,108,8,8,Good
336,16,84,84,6,6,Very Good
142,7,35,35,2,2,Good
458,22,114,114,9,9,Very Good
338,16,84,84,6,6,Fine
172,8,43,43,3,3,Good
283,14,70,70,5,5,Very Good
468,23,117,117,9,9,Very Good
431,21,107,107,8,8,Very Good
268,13,67,67,5,5,Fine
106,5,26,26,2,2,Good
498,24,124,124,9,9,Very Good
400,20,100,100,8,8,Very Good
244,12,61,61,4,4,Very Good
232,11,58,58,4,4,Very Good
240,12,60,60,4,4,Very Good
170,8,42,42,3,3,Good
229,11,57,57,4,4,Very Good
425,21,106,106,8,8,Good
199,9,49,49,3,3,Good
152,7,38,38,3,3,Very Good
175,8,43,43,3,3,Very Good
141,7,35,35,2,2,Very Good
462,23,115,115,9,9,Good
182,9,45,45,3,3,Fine
359,17,89,89,7,7,Good
346,17,86,86,6,6,Good
460,23,115,115,9,9,Very Good
355,17,88,88,7,7,Good
144,7,36,36,2,2,Very Good
237,11,59,59,4,4,Good
272,13,68,68,5,5,Very Good
238,11,59,59,4,4,Fine
358,17,89,89,7,7,Good
299,14,74,74,5,5,Good
306,15,76,76,6,6,Very Good
438,21,109,109,8,8,Very Good
426,21,106,106,8,8,Very Good
349,17,87,87,6,6,Fine
396,19,99,99,7,7,Fine
361,18,90,90,7,7,Good
307,15,76,76,6,6,Good
234,11,58,58,4,4,Very Good
274,13,68,68,5,5,Good
207,10,51,51,4,4,Very Good
467,23,116,116,9,9,Good
251,12,62,62,5,5,Good
369,18,92,92,7,7,Very Good
405,20,101,101,8,8,Very Good
236,11,59,59,4,4,Very Good
180,9,45,45,3,3,Good
469,23,117,117,9,9,Very Good
382,19,95,95,7,7,Very Good
126,6,31,31,2,2,Very Good
449,22,112,112,8,8,Very Good
307,15,76,76,6,6,Very Good
321,16,80,80,6,6,Very Good
375,18,93,93,7,7,Very Good
480,24,120,120,9,9,Very Good
183,9,45,45,3,3,Fine
397,19,99,99,7,7,Very Good
243,12,60,60,4,4,Good
479,23,119,119,9,9,Good
380,19,95,95,7,7,Good
194,9,48,48,3,3,Good
162,8,40,40,3,3,Good
173,8,43,43,3,3,Very Good
413,20,103,103,8,8,Fine
470,23,117,117,9,9,Very Good
196,9,49,49,3,3,Very Good
493,24,123,123,9,9,Very Good
309,15,77,77,6,6,Good
290,14,72,72,5,5,Good
452,22,113,113,9,9,Very Good
365,18,91,91,7,7,Fine
252,12,63,63,5,5,Good
417,20,104,104,8,8,Good
308,15,77,77,6,6,Very Good
478,23,119,119,9,9,Very Good
172,8,43,43,3,3,Good
480,24,120,120,9,9,Fine
283,14,70,70,5,5,Very Good
191,9,47,47,3,3,Good
480,24,120,120,9,9,Very Good
303,15,75,75,6,6,Good
332,16,83,83,6,6,Good
151,7,37,37,3,3,Very Good
338,16,84,84,6,6,Good
168,8,42,42,3,3,Good
102,5,25,25,2,2,Very Good
384,19,96,96,7,7,Fine
129,6,32,32,2,2,Fine
500,25,125,125,10,10,Good
369,18,92,92,7,7,Good
223,11,55,55,4,4,Good
314,15,78,78,6,6,Good
338,16,84,84,6,6,Fine
290,14,72,72,5,5,Very Good
440,22,110,110,8,8,Fine
142,7,35,35,2,2,Fine
332,16,83,83,6,6,Good
120,6,30,30,2,2,Very Good
480,24,120,120,9,9,Good
186,9,46,46,3,3,Fine
241,12,60,60,4,4,Good
341,17,85,85,6,6,Good
214,10,53,53,4,4,Very Good
365,18,91,91,7,7,Good
287,14,71,71,5,5,Good
190,9,47,47,3,3,Very Good
341,17,85,85,6,6,Fine
193,9,48,48,3,3,Very Good
457,22,114,114,9,9,Very Good
121,6,30,30,2,2,Fine
397,19,99,99,7,7,Good
179,8,44,44,3,3,Very Good
253,12,63,63,5,5,Very Good
143,7,35,35,2,2,Good
432,21,108,108,8,8,Good
445,22,111,111,8,8,Fine
270,13,67,67,5,5,Good
450,22,112,112,9,9,Very Good
138,6,34,34,2,2,Good
209,10,52,52,4,4,Very Good
319,15,79,79,6,6,Very Good
472,23,118,118,9,9,Fine
478,23,119,119,9,9,Fine
227,11,56,56,4,4,Very Good
171,8,42,42,3,3,Good
115,5,28,28,2,2,Very Good
310,15,77,77,6,6,Fine
194,9,48,48,3,3,Good
187,9,46,46,3,3,Fine
286,14,71,71,5,5,Fine
180,9,45,45,3,3,Very Good
485,24,121,121,9,9,Good
377,18,94,94,7,7,Good
302,15,75,75,6,6,Good
321,16,80,80,6,6,Good
227,11,56,56,4,4,Good
268,13,67,67,5,5,Good
246,12,61,61,4,4,Good
208,10,52,52,4,4,Good
168,8,42,42,3,3,Good
118,5,29,29,2,2,Very Good
425,21,106,106,8,8,Good
129,6,32,32,2,2,Very Good
440,22,110,110,8,8,Good
174,8,43,43,3,3,Fine
203,10,50,50,4,4,Fine
396,19,99,99,7,7,Good
365,18,91,91,7,7,Very Good
250,12,62,62,5,5,Fine
392,19,98,98,7,7,Good
142,7,35,35,2,2,Very Good
246,12,61,61,4,4,Very Good
318,15,79,79,6,6,Very Good
425,21,106,106,8,8,Very Good
440,22,110,110,8,8,Very Good
426,21,106,106,8,8,Very Good
298,14,74,74,5,5,Very Good
379,18,94,94,7,7,Very Good
194,9,48,48,3,3,Very Good
405,20,101,101,8,8,Good
199,9,49,49,3,3,Good
167,8,41,41,3,3,Fine
380,19,95,95,7,7,Very Good
398,19,99,99,7,7,Good
251,12,62,62,5,5,Very Good
191,9,47,47,3,3,Very Good
200,10,50,50,4,4,Very Good
352,17,88,88,7,7,Very Good
417,20,104,104,8,8,Very Good
320,16,80,80,6,6,Very Good
493,24,123,123,9,9,Very Good
464,23,116,116,9,9,Very Good
375,18,93,93,7,7,Very Good
474,23,118,118,9,9,Fine
283,14,70,70,5,5,Good
142,7,35,35,2,2,Fine
498,24,124,124,9,9,Very Good
365,18,91,91,7,7,Very Good
156,7,39,39,3,3,Very Good
154,7,38,38,3,3,Very Good
500,25,125,125,10,10,Good
486,24,121,121,9,9,Very Good
255,12,63,63,5,5,Very Good
112,5,28,28,2,2,Good
126,6,31,31,2,2,Fine
241,12,60,60,4,4,Good
249,12,62,62,4,4,Good
404,20,101,101,8,8,Good
251,12,62,62,5,5,Good
158,7,39,39,3,3,Very Good
407,20,101,101,8,8,Very Good
277,13,69,69,5,5,Very Good
124,6,31,31,2,2,Good
155,7,38,38,3,3,Good
449,22,112,112,8,8,Very Good
376,18,94,94,7,7,Good
324,16,81,81,6,6,Fine
328,16,82,82,6,6,Very Good
408,20,102,102,8,8,Very Good
256,12,64,64,5,5,Good
299,14,74,74,5,5,Good
299,14,74,74,5,5,Good
422,21,105,105,8,8,Fine
352,17,88,88,7,7,Good
457,22,114,114,9,9,Fine
230,11,57,57,4,4,Good
197,9,49,49,3,3,Good
255,12,63,63,5,5,Very Good
204,10,51,51,4,4,Good
270,13,67,67,5,5,Very Good
432,21,108,108,8,8,Very Good
171,8,42,42,3,3,Good
129,6,32,32,2,2,Very Good
277,13,69,69,5,5,Very Good
342,17,85,85,6,6,Very Good
384,19,96,96,7,7,Good
350,17,87,87,7,7,Fine
129,6,32,32,2,2,Fine
443,22,110,110,8,8,Good
160,8,40,40,3,3,Good
136,6,34,34,2,2,Very Good
266,13,66,66,5,5,Good
196,9,49,49,3,3,Good
346,17,86,86,6,6,Fine
258,12,64,64,5,5,Very Good
472,23,118,118,9,9,Good
324,16,81,81,6,6,Good
333,16,83,83,6,6,Good
396,19,99,99,7,7,Good
117,5,29,29,2,2,Very Good
299,14,74,74,5,5,Fine
232,11,58,58,4,4,Good
144,7,36,36,2,2,Fine
145,7,36,36,2,2,Fine
397,19,99,99,7,7,Good
425,21,106,106,8,8,Good
102,5,25,25,2,2,Good
121,6,30,30,2,2,Very Good
184,9,46,46,3,3,Very Good
395,19,98,98,7,7,Very Good
224,11,56,56,4,4,Good
326,16,81,81,6,6,Good
365,18,91,91,7,7,Very Good
215,10,53,53,4,4,Fine
337,16,84,84,6,6,Good
209,10,52,52,4,4,Very Good
127,6,31,31,2,2,Good
467,23,116,116,9,9,Very Good
161,8,40,40,3,3,Fine
363,18,90,90,7,7,Good
399,19,99,99,7,7,Fine
169,8,42,42,3,3,Good
136,6,34,34,2,2,Very Good
249,12,62,62,4,4,Very Good
247,12,61,61,4,4,Fine
236,11,59,59,4,4,Very Good
273,13,68,68,5,5,Good
499,24,124,124,9,9,Very Good
376,18,94,94,7,7,Fine
245,12,61,61,4,4,Good
341,17,85,85,6,6,Very Good
216,10,54,54,4,4,Good
401,20,100,100,8,8,Good
240,12,60,60,4,4,Very Good
469,23,117,117,9,9,Good
290,14,72,72,5,5,Fine
206,10,51,51,4,4,Fine
248,12,62,62,4,4,Good
459,22,114,114,9,9,Very Good
406,20,101,101,8,8,Very Good
323,16,80,80,6,6,Fine
197,9,49,49,3,3,Good
380,19,95,95,7,7,Good
135,6,33,33,2,2,Good
327,16,81,81,6,6,Fine
155,7,38,38,3,3,Very Good
287,14,71,71,5,5,Very Good
261,13,65,65,5,5,Fine
236,11,59,59,4,4,Good
450,22,112,112,9,9,Good
358,17,89,89,7,7,Very Good
401,20,100,100,8,8,Good
327,16,81,81,6,6,Good
410,20,102,102,8,8,Fine
213,10,53,53,4,4,Good
368,18,92,92,7,7,Very Good
156,7,39,39,3,3,Very Good
278,13,69,69,5,5,Good
474,23,118,118,9,9,Fine
145,7,36,36,2,2,Very Good
101,5,25,25,2,2,Fine
161,8,40,40,3,3,Very Good
321,16,80,80,6,6,Very Good
412,20,103,103,8,8,Very Good
422,21,105,105,8,8,Very Good
188,9,47,47,3,3,Very Good
199,9,49,49,3,3,Very Good
206,10,51,51,4,4,Very Good
419,20,104,104,8,8,Very Good
166,8,41,41,3,3,Very Good
294,14,73,73,5,5,Very Good
120,6,30,30,2,2,Good
446,22,111,111,8,8,Good
123,6,30,30,2,2,Good
248,12,62,62,4,4,Good
443,22,110,110,8,8,Very Good
260,13,65,65,5,5,Fine
400,20,100,100,8,8,Very Good
247,12,61,61,4,4,Good
382,19,95,95,7,7,Good
290,14,72,72,5,5,Fine
323,16,80,80,6,6,Very Good
220,11,55,55,4,4,Good
260,13,65,65,5,5,Good
329,16,82,82,6,6,Good
459,22,114,114,9,9,Very Good
271,13,67,67,5,5,Fine
313,15,78,78,6,6,Very Good
312,15,78,78,6,6,Good
252,12,63,63,5,5,Very Good
272,13,68,68,5,5,Very Good
439,21,109,109,8,8,Very Good
424,21,106,106,8,8,Very Good
436,21,109,109,8,8,Very Good
381,19,95,95,7,7,Very Good
162,8,40,40,3,3,Very Good
407,20,101,101,8,8,Good
265,13,66,66,5,5,Fine
405,20,101,101,8,8,Very Good
149,7,37,37,2,2,Very Good
272,13,68,68,5,5,Fine
122,6,30,30,2,2,Very Good
483,24,120,120,9,9,Very Good
240,12,60,60,4,4,Good
370,18,92,92,7,7,Fine
331,16,82,82,6,6,Very Good
465,23,116,116,9,9,Very Good
178,8,44,44,3,3,Good
378,18,94,94,7,7,Very Good
156,7,39,39,3,3,Good
304,15,76,76,6,6,Fine
488,24,122,122,9,9,Very Good
402,20,100,100,8,8,Fine
348,17,87,87,6,6,Good
450,22,112,112,9,9,Very Good
162,8,40,40,3,3,Very Good
370,18,92,92,7,7,Good
298,14,74,74,5,5,Very Good
279,13,69,69,5,5,Very Good
255,12,63,63,5,5,Very Good
124,6,31,31,2,2,Fine
205,10,51,51,4,4,Very Good
215,10,53,53,4,4,Good
359,17,89,89,7,7,Very Good
332,16,83,83,6,6,Good
419,20,104,104,8,8,Good
483,24,120,120,9,9,Very Good
188,9,47,47,3,3,Very Good
121,6,30,30,2,2,Good
361,18,90,90,7,7,Good
333,16,83,83,6,6,Good
294,14,73,73,5,5,Good
472,23,118,118,9,9,Fine
215,10,53,53,4,4,Good
300,15,75,75,6,6,Good
499,24,124,124,9,9,Very Good
347,17,86,86,6,6,Very Good
231,11,57,57,4,4,Good
166,8,41,41,3,3,Good
140,7,35,35,2,2,Very Good
356,17,89,89,7,7,Fine
297,14,74,74,5,5,Fine
392,19,98,98,7,7,Very Good
356,17,89,89,7,7,Very Good
288,14,72,72,5,5,Fine
288,14,72,72,5,5,Good
102,5,25,25,2,2,Good
205,10,51,51,4,4,Very Good
245,12,61,61,4,4,Very Good
231,11,57,57,4,4,Good
498,24,124,124,9,9,Good
237,11,59,59,4,4,Very Good
146,7,36,36,2,2,Very Good
440,22,110,110,8,8,Fine
431,21,107,107,8,8,Very Good
489,24,122,122,9,9,Good
376,18,94,94,7,7,Fine
268,13,67,67,5,5,Fine
126,6,31,31,2,2,Very Good
